p013,3/18/17,14:55,young,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p013,3/18/17,14:55,young,practice_trial,2,trombone,,,,,,,,,,,,,,,,,,,,,,,,,
p014,3/18/17,15:29,middle,vocab_data,14,"{""0"":""goat""","1:""seagull""","2:""penguin""","3:""rhinoceros""","4:""gorilla""","5:""owl""","6:""eagle""","7:""panther""","8:""hyena""","9:""raccoon""","10:""hawk""","11:""woodpecker""","12:""hippopotamus""","13:""chimpanzee""}",,,,,,,,,,,,
p014,3/18/17,15:29,middle,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p014,3/18/17,15:29,middle,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p015,3/18/17,15:46,middle,vocab_data,9,"{""0"":""goat""","1:""panda""","2:""parrot""","3:""gorilla""","4:""eagle""","5:""hyena""","6:""raccoon""","7:""porcupine""","8:""hippopotamus""}",,,,,,,,,,,,,,,,,
p015,3/18/17,15:46,middle,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p015,3/18/17,15:46,middle,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p016,3/18/17,15:59,young,vocab_data,20,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""seagull""","6:""peacock""","7:""penguin""","8:""rhinoceros""","9:""gorilla""","10:""koala""","11:""owl""","12:""eagle""","13:""panther""","14:""possum""","15:""raccoon""","16:""hawk""","17:""hippopotamus""","18:""falcon""","19:""stork""}",,,,,,
p016,3/18/17,15:59,young,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p016,3/18/17,15:59,young,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p017,3/18/17,16:06,middle,vocab_data,24,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""camel""","4:""parrot""","5:""peacock""","6:""penguin""","7:""bluebird""","8:""rhinoceros""","9:""gorilla""","10:""koala""","11:""buffalo""","12:""owl""","13:""eagle""","14:""swan""","15:""rooster""","16:""coyote""","17:""possum""","18:""raccoon""","19:""hawk""","20:""woodpecker""","21:""porcupine""","22:""hippopotamus""","23:""chimpanzee""}",,
p017,3/18/17,16:06,middle,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p017,3/18/17,16:06,middle,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p018,3/18/17,16:30,young,vocab_data,13,"{""0"":""goat""","1:""panda""","2:""penguin""","3:""gorilla""","4:""mule""","5:""buffalo""","6:""owl""","7:""rooster""","8:""hyena""","9:""raccoon""","10:""porcupine""","11:""hippopotamus""","12:""chimpanzee""}",,,,,,,,,,,,,
p018,3/18/17,16:30,young,practice_trial,1,plane,,,,,,,,,,,,,,,,,,,,,,,,,
p018,3/18/17,16:30,young,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p019,3/21/17,11:39,young,vocab_data,13,"{""0"":""walrus""","1:""panda""","2:""otter""","3:""penguin""","4:""rhinoceros""","5:""gorilla""","6:""buffalo""","7:""owl""","8:""eagle""","9:""raccoon""","10:""hawk""","11:""porcupine""","12:""hippopotamus""}",,,,,,,,,,,,,
p019,3/21/17,11:39,young,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p019,3/21/17,11:39,young,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p020,3/21/17,12:33,young,vocab_data,26,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""gorilla""","10:""buffalo""","11:""owl""","12:""eagle""","13:""swan""","14:""rooster""","15:""panther""","16:""coyote""","17:""possum""","18:""raccoon""","19:""crane""","20:""hawk""","21:""woodpecker""","22:""porcupine""","23:""hippopotamus""","24:""mole""","25:""stork""}"
p020,3/21/17,12:33,young,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p020,3/21/17,12:33,young,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p021,3/21/17,13:01,middle,vocab_data,8,"{""0"":""panda""","1:""penguin""","2:""bluebird""","3:""owl""","4:""eagle""","5:""raccoon""","6:""chimpanzee""","7:""falcon""}",,,,,,,,,,,,,,,,,,
p021,3/21/17,13:01,middle,practice_trial,1,chair,,,,,,,,,,,,,,,,,,,,,,,,,
p021,3/21/17,13:01,middle,practice_trial,2,banana,,,,,,,,,,,,,,,,,,,,,,,,,
p022,3/21/17,13:11,young,vocab_data,7,"{""0"":""goat""","1:""panda""","2:""penguin""","3:""bluebird""","4:""owl""","5:""rooster""","6:""raccoon""}",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,3/21/2017,14:15,middle,vocab_data,2,{"0":"parrot","1":"seagull"}
test,3/21/2017,14:15,middle,practice_trial,1,plane
test,3/21/2017,14:15,middle,practice_trial,2,trombone
test,3/22/2017,11:04,old,practice_trial,1,chair
test,3/22/2017,11:04,old,practice_trial,2,banana
p023,3/22/2017,14:40,middle,vocab_data,29,{"0":"walrus","1":"goat","2":"panda","3":"otter","4":"camel","5":"parrot","6":"seagull","7":"peacock","8":"penguin","9":"rhinoceros","10":"koala","11":"buffalo","12":"owl","13":"eagle","14":"swan","15":"ostrich","16":"rooster","17":"panther","18":"coyote","19":"hyena","20":"possum","21":"raccoon","22":"crane","23":"hawk","24":"parakeet","25":"woodpecker","26":"porcupine","27":"hippopotamus","28":"roadrunner"}
p023,3/22/2017,14:40,middle,practice_trial,1,chair
p023,3/22/2017,14:40,middle,practice_trial,2,banana
p024,3/22/2017,15:00,young,vocab_data,22,{"0":"walrus","1":"goat","2":"panda","3":"otter","4":"camel","5":"parrot","6":"seagull","7":"penguin","8":"rhinoceros","9":"gorilla","10":"buffalo","11":"owl","12":"eagle","13":"swan","14":"ostrich","15":"rooster","16":"possum","17":"raccoon","18":"hawk","19":"porcupine","20":"hippopotamus","21":"weasel"}
p024,3/22/2017,15:00,young,practice_trial,1,chair
p024,3/22/2017,15:00,young,practice_trial,2,banana
p025,3/22/2017,15:12,old,practice_trial,1,chair
p025,3/22/2017,15:12,old,practice_trial,2,banana
p026,3/22/2017,15:29,young,vocab_data,25,{"0":"walrus","1":"goat","2":"panda","3":"otter","4":"camel","5":"parrot","6":"seagull","7":"penguin","8":"bluebird","9":"rhinoceros","10":"gorilla","11":"koala","12":"owl","13":"eagle","14":"swan","15":"ostrich","16":"rooster","17":"panther","18":"coyote","19":"raccoon","20":"woodpecker","21":"porcupine","22":"hippopotamus","23":"chimpanzee","24":"stork"}
p026,3/22/2017,15:29,young,practice_trial,1,plane
p026,3/22/2017,15:29,young,practice_trial,2,trombone
p027,3/22/2017,16:08,young,vocab_data,14,{"0":"walrus","1":"goat","2":"panda","3":"camel","4":"parrot","5":"peacock","6":"penguin","7":"rhinoceros","8":"gorilla","9":"owl","10":"swan","11":"hawk","12":"hippopotamus","13":"chimpanzee"}
p027,3/22/2017,16:08,young,practice_trial,1,chair
p027,3/22/2017,16:08,young,practice_trial,2,banana
