exp,subid,date,time,age_group,trial_type,total_words,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p046,1/15/09,18:22,young,vocab_data,21,"{""0"":""goat""","1:""camel""","2:""peacock""","3:""penguin""","4:""rhinoceros""","5:""gorilla""","6:""koala""","7:""buffalo""","8:""owl""","9:""eagle""","10:""swan""","11:""ostrich""","12:""rooster""","13:""panther""","14:""coyote""","15:""raccoon""","16:""hawk""","17:""woodpecker""","18:""porcupine""","19:""hippopotamus""","20:""mole""}",,,,,,,,,,,,,,,,,,,
2,P047,4/1/17,14:15,young,vocab_data,9,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""camel""","4:""penguin""","5:""gorilla""","6:""owl""","7:""rooster""","8:""raccoon""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,p048,1/15/09,18:26,middle,vocab_data,24,"{""0"":""goat""","1:""panda""","2:""camel""","3:""parrot""","4:""penguin""","5:""bluebird""","6:""rhinoceros""","7:""gorilla""","8:""koala""","9:""owl""","10:""eagle""","11:""swan""","12:""ostrich""","13:""rooster""","14:""panther""","15:""coyote""","16:""raccoon""","17:""crane""","18:""porcupine""","19:""hippopotamus""","20:""chimpanzee""","21:""weasel""","22:""roadrunner""","23:""falcon""}",,,,,,,,,,,,,,,,
2,P049,4/1/17,14:40,middle,vocab_data,39,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""buffalo""","14:""owl""","15:""eagle""","16:""swan""","17:""ostrich""","18:""rooster""","19:""panther""","20:""coyote""","21:""hyena""","22:""possum""","23:""raccoon""","24:""crane""","25:""hawk""","26:""parakeet""","27:""cuckoo""","28:""woodpecker""","29:""porcupine""","30:""hippopotamus""","31:""chimpanzee""","32:""mole""","33:""weasel""","34:""canary""","35:""roadrunner""","36:""falcon""","37:""sparrow""","38:""stork""}",
2,P051,4/1/17,14:46,middle,vocab_data,40,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""hyena""","23:""possum""","24:""raccoon""","25:""crane""","26:""hawk""","27:""parakeet""","28:""cuckoo""","29:""woodpecker""","30:""porcupine""","31:""hippopotamus""","32:""chimpanzee""","33:""mole""","34:""weasel""","35:""canary""","36:""roadrunner""","37:""falcon""","38:""sparrow""","39:""stork""}"
2,p052,1/15/09,19:10,young,vocab_data,4,"{""0"":""camel""","1:""bluebird""","2:""rhinoceros""","3:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P053,4/1/17,14:52,middle,vocab_data,12,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P055,4/1/17,15:27,middle,vocab_data,20,"{""0"":""goat""","1:""panda""","2:""otter""","3:""camel""","4:""parrot""","5:""penguin""","6:""bluebird""","7:""rhinoceros""","8:""gorilla""","9:""koala""","10:""owl""","11:""eagle""","12:""swan""","13:""rooster""","14:""raccoon""","15:""hawk""","16:""cuckoo""","17:""woodpecker""","18:""weasel""","19:""canary""}",,,,,,,,,,,,,,,,,,,,
2,p057,4/1/17,15:48,young,vocab_data,8,"{""0"":""goat""","1:""panda""","2:""penguin""","3:""gorilla""","4:""koala""","5:""owl""","6:""eagle""","7:""raccoon""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P059,4/1/17,15:55,middle,vocab_data,40,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""hyena""","23:""possum""","24:""raccoon""","25:""crane""","26:""hawk""","27:""parakeet""","28:""cuckoo""","29:""woodpecker""","30:""porcupine""","31:""hippopotamus""","32:""chimpanzee""","33:""mole""","34:""weasel""","35:""canary""","36:""roadrunner""","37:""falcon""","38:""sparrow""","39:""stork""}"
2,P063,4/1/17,16:19,middle,vocab_data,10,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""seagull""","6:""peacock""","7:""penguin""","8:""rhinoceros""","9:""gorilla""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P202,3/30/17,15:21,middle,vocab_data,40,"{""0"":""walrus""","1:""goat""","2:""panda""","3:""otter""","4:""camel""","5:""parrot""","6:""seagull""","7:""peacock""","8:""penguin""","9:""bluebird""","10:""rhinoceros""","11:""gorilla""","12:""koala""","13:""mule""","14:""buffalo""","15:""owl""","16:""eagle""","17:""swan""","18:""ostrich""","19:""rooster""","20:""panther""","21:""coyote""","22:""hyena""","23:""possum""","24:""raccoon""","25:""crane""","26:""hawk""","27:""parakeet""","28:""cuckoo""","29:""woodpecker""","30:""porcupine""","31:""hippopotamus""","32:""chimpanzee""","33:""mole""","34:""weasel""","35:""canary""","36:""roadrunner""","37:""falcon""","38:""sparrow""","39:""stork""}"
